food_id,restaurant_id,restaurant,name,description,category,dish_type,spice_level,spice_level_raw,food_type,meal_type,dietary_tags,price,price_flag,currency,rating,city,area,image_url,source,veg_status,semantic_text,cuisine,protein,flavor,base
afa8__peach-hand-shake-tea,afa8,PELICANA CHICKEN & MINITEA (KOREAN),Peach Hand Shake Tea,"Peach Hand Shake Tea is a beverage item from PELICANA CHICKEN & MINITEA (KOREAN), listed under the Fruit Tea menu.",Fruit Tea,beverage,none,0,beverage,anytime,vegetarian,550.0,,PKR,4.9,Lahore,Bhatta Chowk,,foodpanda/deliveryhero aggregator scrape,vegetarian,"Peach Hand Shake Tea — Fruit Tea category, beverage dish, vegetarian, none spice level, anytime meal, served at PELICANA CHICKEN & MINITEA (KOREAN).",Cafe,none,unknown,beverage
afa8__pineapple-milkshake,afa8,PELICANA CHICKEN & MINITEA (KOREAN),Pineapple Milkshake,"Pineapple Milkshake is a beverage item from PELICANA CHICKEN & MINITEA (KOREAN), listed under the Milkshakes menu.",Milkshakes,beverage,none,0,beverage,anytime,vegetarian,590.0,,PKR,4.9,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/afa8/product/76144283-parent/3004be66-61d8-4eb5-9a10-ce0941b7e1b8.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Pineapple Milkshake — Milkshakes category, beverage dish, vegetarian, none spice level, anytime meal, served at PELICANA CHICKEN & MINITEA (KOREAN).",Cafe,none,unknown,beverage
afa8__savory-bubble-tea,afa8,PELICANA CHICKEN & MINITEA (KOREAN),Savory Bubble Tea,"Savory Bubble Tea is a beverage item from PELICANA CHICKEN & MINITEA (KOREAN), listed under the Bubble Tea menu.",Bubble Tea,beverage,mild,1,beverage,anytime,vegetarian,490.0,,PKR,4.9,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/76144288.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Savory Bubble Tea — Bubble Tea category, beverage dish, vegetarian, mild spice level, anytime meal, served at PELICANA CHICKEN & MINITEA (KOREAN).",Cafe,none,savory,beverage
afa8__solo-combo-4,afa8,PELICANA CHICKEN & MINITEA (KOREAN),Solo Combo - 4,"Solo Combo - 4 is a main item from PELICANA CHICKEN & MINITEA (KOREAN), listed under the Solo Combo Deals menu.",Solo Combo Deals,,none,0,main,anytime,none,1290.0,,PKR,4.9,Lahore,Bhatta Chowk,https://foodpanda.dhmedia.io/image/global-menu-service/FP_PK/vendor/afa8/product/a5e707ed-4288-402a-ac35-2992910fb0e2.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Solo Combo - 4 — Solo Combo Deals category, main dish, vegetarian status unclear, none spice level, anytime meal, served at PELICANA CHICKEN & MINITEA (KOREAN).",unknown,chicken,unknown,unknown
afa8__solo-combo-5,afa8,PELICANA CHICKEN & MINITEA (KOREAN),Solo Combo - 5,"Solo Combo - 5 is a main item from PELICANA CHICKEN & MINITEA (KOREAN), listed under the Solo Combo Deals menu.",Solo Combo Deals,,none,0,main,anytime,none,1490.0,,PKR,4.9,Lahore,Bhatta Chowk,https://foodpanda.dhmedia.io/image/global-menu-service/FP_PK/vendor/afa8/product/5e6d3a6e-25f2-4803-baaa-1d380dc6c968.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Solo Combo - 5 — Solo Combo Deals category, main dish, vegetarian status unclear, none spice level, anytime meal, served at PELICANA CHICKEN & MINITEA (KOREAN).",unknown,chicken,unknown,unknown
afa8__solo-combo-3,afa8,PELICANA CHICKEN & MINITEA (KOREAN),Solo Combo-3,"Solo Combo-3 is a main item from PELICANA CHICKEN & MINITEA (KOREAN), listed under the Solo Combo Deals menu.",Solo Combo Deals,,none,0,main,anytime,none,1150.0,,PKR,4.9,Lahore,Bhatta Chowk,https://foodpanda.dhmedia.io/image/global-menu-service/FP_PK/vendor/afa8/product/362133ce-75f9-45df-a3cc-9ea6b1e8ab14.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Solo Combo-3 — Solo Combo Deals category, main dish, vegetarian status unclear, none spice level, anytime meal, served at PELICANA CHICKEN & MINITEA (KOREAN).",unknown,chicken,unknown,unknown
afa8__strawberry-fruit-tea,afa8,PELICANA CHICKEN & MINITEA (KOREAN),Strawberry Fruit Tea,"Strawberry Fruit Tea is a beverage item from PELICANA CHICKEN & MINITEA (KOREAN), listed under the Fruit Tea menu.",Fruit Tea,beverage,none,0,beverage,anytime,vegetarian,490.0,,PKR,4.9,Lahore,Bhatta Chowk,https://foodpanda.dhmedia.io/image/global-menu-service/FP_PK/vendor/afa8/product/de65846e-6fce-47c5-ba99-c851c9514e90.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Strawberry Fruit Tea — Fruit Tea category, beverage dish, vegetarian, none spice level, anytime meal, served at PELICANA CHICKEN & MINITEA (KOREAN).",Cafe,none,unknown,beverage
afa8__strawberry-hand-shake-tea,afa8,PELICANA CHICKEN & MINITEA (KOREAN),Strawberry Hand Shake Tea,"Strawberry Hand Shake Tea is a beverage item from PELICANA CHICKEN & MINITEA (KOREAN), listed under the Fruit Tea menu.",Fruit Tea,beverage,none,0,beverage,anytime,vegetarian,550.0,,PKR,4.9,Lahore,Bhatta Chowk,,foodpanda/deliveryhero aggregator scrape,vegetarian,"Strawberry Hand Shake Tea — Fruit Tea category, beverage dish, vegetarian, none spice level, anytime meal, served at PELICANA CHICKEN & MINITEA (KOREAN).",Cafe,none,unknown,beverage
afa8__strawberry-milk-foam-sago,afa8,PELICANA CHICKEN & MINITEA (KOREAN),Strawberry Milk Foam Sago,"Strawberry Milk Foam Sago is a beverage item from PELICANA CHICKEN & MINITEA (KOREAN), listed under the Smoothies menu.",Smoothies,beverage,none,0,beverage,anytime,vegetarian,750.0,,PKR,4.9,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/afa8/product/100527495/854992fd-6487-45e1-ad29-0000916e1503.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Strawberry Milk Foam Sago — Smoothies category, beverage dish, vegetarian, none spice level, anytime meal, served at PELICANA CHICKEN & MINITEA (KOREAN).",Cafe,none,unknown,beverage
afa8__strawberry-milkshake-large,afa8,PELICANA CHICKEN & MINITEA (KOREAN),Strawberry Milkshake ( Large ),"Strawberry Milkshake ( Large ) is a beverage item from PELICANA CHICKEN & MINITEA (KOREAN), listed under the Milkshakes menu.",Milkshakes,beverage,none,0,beverage,anytime,vegetarian,690.0,,PKR,4.9,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/afa8/product/101805165/feeeb87c-77c2-4e01-b6c6-cfea94bab528.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Strawberry Milkshake ( Large ) — Milkshakes category, beverage dish, vegetarian, none spice level, anytime meal, served at PELICANA CHICKEN & MINITEA (KOREAN).",Cafe,none,unknown,beverage
afa8__strawberry-milkshake-medium,afa8,PELICANA CHICKEN & MINITEA (KOREAN),Strawberry Milkshake (Medium),"Strawberry Milkshake (Medium) is a beverage item from PELICANA CHICKEN & MINITEA (KOREAN), listed under the Milkshakes menu.",Milkshakes,beverage,none,0,beverage,anytime,vegetarian,590.0,,PKR,4.9,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/afa8/product/78928172/d70692e9-1c95-465c-ab5c-43353194ca44.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Strawberry Milkshake (Medium) — Milkshakes category, beverage dish, vegetarian, none spice level, anytime meal, served at PELICANA CHICKEN & MINITEA (KOREAN).",Cafe,none,unknown,beverage
afa8__taro-milkshake,afa8,PELICANA CHICKEN & MINITEA (KOREAN),Taro Milkshake,"Taro Milkshake is a beverage item from PELICANA CHICKEN & MINITEA (KOREAN), listed under the Milkshakes menu.",Milkshakes,beverage,none,0,beverage,anytime,vegetarian,590.0,,PKR,4.9,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/afa8/product/76144279-parent/7e70f1cf-8020-46ff-adf1-b7641db736fb.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Taro Milkshake — Milkshakes category, beverage dish, vegetarian, none spice level, anytime meal, served at PELICANA CHICKEN & MINITEA (KOREAN).",Cafe,none,unknown,beverage
afa8__triple-fantasy-bubble-tea,afa8,PELICANA CHICKEN & MINITEA (KOREAN),Triple Fantasy Bubble Tea,"Triple Fantasy Bubble Tea is a beverage item from PELICANA CHICKEN & MINITEA (KOREAN), listed under the Bubble Tea menu.",Bubble Tea,beverage,none,0,beverage,anytime,vegetarian,550.0,,PKR,4.9,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/76144286.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Triple Fantasy Bubble Tea — Bubble Tea category, beverage dish, vegetarian, none spice level, anytime meal, served at PELICANA CHICKEN & MINITEA (KOREAN).",Cafe,none,unknown,beverage
afa8__wings-4-piece,afa8,PELICANA CHICKEN & MINITEA (KOREAN),Wings 4-Piece,"Wings 4-Piece is a appetizer item from PELICANA CHICKEN & MINITEA (KOREAN), listed under the Fried Chicken menu.",Fried Chicken,fried_chicken,none,0,appetizer,anytime,halal,400.0,,PKR,4.9,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/afa8/product/5e689be5-d2a7-4241-8e58-d328274d47fd.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Wings 4-Piece — Fried Chicken category, appetizer dish, non-vegetarian, halal, none spice level, anytime meal, served at PELICANA CHICKEN & MINITEA (KOREAN).",unknown,chicken,unknown,unknown
afa8__wings-8-pcs,afa8,PELICANA CHICKEN & MINITEA (KOREAN),Wings 8-pcs,"Wings 8-pcs is a appetizer item from PELICANA CHICKEN & MINITEA (KOREAN), listed under the Fried Chicken menu.",Fried Chicken,fried_chicken,none,0,appetizer,anytime,halal,750.0,,PKR,4.9,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/afa8/product/a7c343ac-c5be-4aac-8b6a-fe7d8d3fda6e.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Wings 8-pcs — Fried Chicken category, appetizer dish, non-vegetarian, halal, none spice level, anytime meal, served at PELICANA CHICKEN & MINITEA (KOREAN).",unknown,chicken,unknown,unknown
gvcb__almond-biscotti-250-gm-packaged,gvcb,Pie in the Sky - Y Block,Almond Biscotti (250 Gm Packaged),"Almond Biscotti (250 Gm Packaged) is a main item from Pie in the Sky - Y Block, listed under the Packed Products menu.",Packed Products,,none,0,main,anytime,none,870.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21886707.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Almond Biscotti (250 Gm Packaged) — Packed Products category, main dish, vegetarian status unclear, none spice level, anytime meal, served at Pie in the Sky - Y Block.",unknown,unknown,unknown,unknown
gvcb__apple-pie-small,gvcb,Pie in the Sky - Y Block,Apple Pie (Small),"Apple Pie (Small) is a main item from Pie in the Sky - Y Block, listed under the Shelf menu.",Shelf,,none,0,main,anytime,none,360.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21807934.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Apple Pie (Small) — Shelf category, main dish, vegetarian status unclear, none spice level, anytime meal, served at Pie in the Sky - Y Block.",unknown,unknown,unknown,unknown
gvcb__assorted-biscotti-200-gm-packaged,gvcb,Pie in the Sky - Y Block,Assorted Biscotti (200 Gm Packaged),"Assorted Biscotti (200 Gm Packaged) is a main item from Pie in the Sky - Y Block, listed under the Packed Products menu.",Packed Products,,none,0,main,anytime,none,870.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21886702.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Assorted Biscotti (200 Gm Packaged) — Packed Products category, main dish, vegetarian status unclear, none spice level, anytime meal, served at Pie in the Sky - Y Block.",unknown,unknown,unknown,unknown
gvcb__bbq-chicken-sandwich-plain-bread,gvcb,Pie in the Sky - Y Block,BBQ Chicken Sandwich ( Plain Bread),"BBQ Chicken Sandwich ( Plain Bread) is a bread item from Pie in the Sky - Y Block, listed under the Sandwiches menu.",Sandwiches,bbq,none,0,bread,anytime,halal,485.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21807860.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"BBQ Chicken Sandwich ( Plain Bread) — Sandwiches category, bread dish, non-vegetarian, halal, none spice level, anytime meal, served at Pie in the Sky - Y Block.",Bakery,chicken,smoky,bread
gvcb__banana-chips-achari-90-gms,gvcb,Pie in the Sky - Y Block,Banana Chips Achari (90 Gms),"Banana Chips Achari (90 Gms) is a main item from Pie in the Sky - Y Block, listed under the Chips menu.",Chips,,mild,1,main,anytime,none,625.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/68338901.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Banana Chips Achari (90 Gms) — Chips category, main dish, vegetarian status unclear, mild spice level, anytime meal, served at Pie in the Sky - Y Block.",unknown,unknown,tangy,unknown
gvcb__banana-chips-barbecue-90-gms,gvcb,Pie in the Sky - Y Block,Banana Chips Barbecue (90 Gms),"Banana Chips Barbecue (90 Gms) is a main item from Pie in the Sky - Y Block, listed under the Chips menu.",Chips,,none,0,main,anytime,none,625.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/m4oi/PRODUCT/71057905/084dcee9-c52c-4f48-b56a-b8fb48dd40e1.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Banana Chips Barbecue (90 Gms) — Chips category, main dish, vegetarian status unclear, none spice level, anytime meal, served at Pie in the Sky - Y Block.",unknown,unknown,smoky,unknown
gvcb__banana-chips-salted-90-gms,gvcb,Pie in the Sky - Y Block,Banana Chips Salted (90 Gms),"Banana Chips Salted (90 Gms) is a main item from Pie in the Sky - Y Block, listed under the Chips menu.",Chips,,none,0,main,anytime,none,625.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/68338896.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Banana Chips Salted (90 Gms) — Chips category, main dish, vegetarian status unclear, none spice level, anytime meal, served at Pie in the Sky - Y Block.",unknown,unknown,salty,unknown
gvcb__barbecue-chips-100gm,gvcb,Pie in the Sky - Y Block,Barbecue Chips (100GM),"Barbecue Chips (100GM) is a main item from Pie in the Sky - Y Block, listed under the Chips menu.",Chips,,hot,2,main,anytime,none,290.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/87331591.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Barbecue Chips (100GM) — Chips category, main dish, vegetarian status unclear, hot spice level, anytime meal, served at Pie in the Sky - Y Block.",unknown,unknown,smoky,unknown
gvcb__barbecue-chips-50gm,gvcb,Pie in the Sky - Y Block,Barbecue Chips (50GM),"Barbecue Chips (50GM) is a main item from Pie in the Sky - Y Block, listed under the Chips menu.",Chips,,hot,2,main,anytime,none,180.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/87331587.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Barbecue Chips (50GM) — Chips category, main dish, vegetarian status unclear, hot spice level, anytime meal, served at Pie in the Sky - Y Block.",unknown,unknown,smoky,unknown
gvcb__bran-bread,gvcb,Pie in the Sky - Y Block,Bran Bread,"Bran Bread is a bread item from Pie in the Sky - Y Block, listed under the Bread & Croissant menu.",Bread & Croissant,,none,0,bread,anytime,vegetarian,340.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21807880.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Bran Bread — Bread & Croissant category, bread dish, vegetarian, none spice level, anytime meal, served at Pie in the Sky - Y Block.",Bakery,vegetarian,unknown,bread
gvcb__bread-stick-115gms,gvcb,Pie in the Sky - Y Block,Bread Stick (115Gms),"Bread Stick (115Gms) is a bread item from Pie in the Sky - Y Block, listed under the Bread & Croissant menu.",Bread & Croissant,,none,0,bread,anytime,vegetarian,255.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21807866.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Bread Stick (115Gms) — Bread & Croissant category, bread dish, vegetarian, none spice level, anytime meal, served at Pie in the Sky - Y Block.",Bakery,vegetarian,unknown,bread
gvcb__brookie-pie,gvcb,Pie in the Sky - Y Block,Brookie Pie,"Brookie Pie is a main item from Pie in the Sky - Y Block, listed under the Shelf menu.",Shelf,,none,0,main,anytime,none,1600.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/gvcb/product/a236275e-7d96-4685-8036-0959f87f0abe.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Brookie Pie — Shelf category, main dish, vegetarian status unclear, none spice level, anytime meal, served at Pie in the Sky - Y Block.",unknown,unknown,unknown,unknown
gvcb__brown-rusk,gvcb,Pie in the Sky - Y Block,Brown Rusk,"Brown Rusk is a bread item from Pie in the Sky - Y Block, listed under the Bread & Croissant menu.",Bread & Croissant,,none,0,bread,anytime,none,290.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21807869.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Brown Rusk — Bread & Croissant category, bread dish, vegetarian status unclear, none spice level, anytime meal, served at Pie in the Sky - Y Block.",unknown,unknown,unknown,bread
gvcb__brownie-with-frosting,gvcb,Pie in the Sky - Y Block,Brownie With Frosting,"Brownie With Frosting is a dessert item from Pie in the Sky - Y Block, listed under the Special Discount menu.",Special Discount,dessert,none,0,dessert,anytime,none,294.5,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21807935.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Brownie With Frosting — Special Discount category, dessert dish, vegetarian status unclear, none spice level, anytime meal, served at Pie in the Sky - Y Block.",Dessert,unknown,sweet,unknown
gvcb__burger-bun-4-pcs,gvcb,Pie in the Sky - Y Block,Burger Bun (4 Pcs),"Burger Bun (4 Pcs) is a bread item from Pie in the Sky - Y Block, listed under the Bread & Croissant menu.",Bread & Croissant,burger,none,0,bread,anytime,none,265.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21886679.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Burger Bun (4 Pcs) — Bread & Croissant category, bread dish, vegetarian status unclear, none spice level, anytime meal, served at Pie in the Sky - Y Block.",American,unknown,unknown,burger_bun
gvcb__caramel-eclair,gvcb,Pie in the Sky - Y Block,Caramel Eclair,"Caramel Eclair is a dessert item from Pie in the Sky - Y Block, listed under the Cakes & Desserts menu.",Cakes & Desserts,dessert,none,0,dessert,anytime,vegetarian,285.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21886696.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Caramel Eclair — Cakes & Desserts category, dessert dish, vegetarian, none spice level, anytime meal, served at Pie in the Sky - Y Block.",Dessert,vegetarian,sweet,unknown
gvcb__caramel-syrup-cake-mini,gvcb,Pie in the Sky - Y Block,Caramel Syrup Cake (Mini),"Caramel Syrup Cake (Mini) is a dessert item from Pie in the Sky - Y Block, listed under the Shelf menu.",Shelf,dessert,none,0,dessert,anytime,none,515.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21807958.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Caramel Syrup Cake (Mini) — Shelf category, dessert dish, vegetarian status unclear, none spice level, anytime meal, served at Pie in the Sky - Y Block.",Dessert,unknown,sweet,cake
gvcb__caramel-truffle,gvcb,Pie in the Sky - Y Block,Caramel Truffle,"Caramel Truffle is a dessert item from Pie in the Sky - Y Block, listed under the Cakes & Desserts menu.",Cakes & Desserts,dessert,none,0,dessert,anytime,vegetarian,145.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21807907.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Caramel Truffle — Cakes & Desserts category, dessert dish, vegetarian, none spice level, anytime meal, served at Pie in the Sky - Y Block.",Dessert,vegetarian,sweet,unknown
gvcb__carrot-cake-mini,gvcb,Pie in the Sky - Y Block,Carrot Cake (Mini),"Carrot Cake (Mini) is a dessert item from Pie in the Sky - Y Block, listed under the Shelf menu.",Shelf,dessert,none,0,dessert,anytime,vegetarian,515.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/6278177.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Carrot Cake (Mini) — Shelf category, dessert dish, vegetarian, none spice level, anytime meal, served at Pie in the Sky - Y Block.",Dessert,vegetarian,sweet,cake
gvcb__cheese-pate-small,gvcb,Pie in the Sky - Y Block,Cheese Pate (Small),"Cheese Pate (Small) is a main item from Pie in the Sky - Y Block, listed under the Savories Section menu.",Savories Section,,none,0,main,anytime,vegetarian,770.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21807885.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Cheese Pate (Small) — Savories Section category, main dish, vegetarian, none spice level, anytime meal, served at Pie in the Sky - Y Block.",unknown,vegetarian,cheesy,unknown
gvcb__cheese-sticks,gvcb,Pie in the Sky - Y Block,Cheese Sticks,"Cheese Sticks is a main item from Pie in the Sky - Y Block, listed under the Savories Section menu.",Savories Section,,none,0,main,anytime,vegetarian,3460.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21807881.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Cheese Sticks — Savories Section category, main dish, vegetarian, none spice level, anytime meal, served at Pie in the Sky - Y Block.",unknown,vegetarian,cheesy,unknown
gvcb__cheese-straws,gvcb,Pie in the Sky - Y Block,Cheese Straws,"Cheese Straws is a main item from Pie in the Sky - Y Block, listed under the Savories Section menu.",Savories Section,,none,0,main,anytime,vegetarian,3460.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21807886.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Cheese Straws — Savories Section category, main dish, vegetarian, none spice level, anytime meal, served at Pie in the Sky - Y Block.",unknown,vegetarian,cheesy,unknown
gvcb__cherry-linzer-pie-large,gvcb,Pie in the Sky - Y Block,Cherry Linzer Pie Large,"Cherry Linzer Pie Large is a main item from Pie in the Sky - Y Block, listed under the Shelf menu.",Shelf,,none,0,main,anytime,none,3235.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/68265780.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Cherry Linzer Pie Large — Shelf category, main dish, vegetarian status unclear, none spice level, anytime meal, served at Pie in the Sky - Y Block.",unknown,unknown,unknown,unknown
gvcb__chicken-patties,gvcb,Pie in the Sky - Y Block,Chicken Patties,"Chicken Patties is a main item from Pie in the Sky - Y Block, listed under the Savories Section menu.",Savories Section,,none,0,main,anytime,halal,205.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21807892.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Patties — Savories Section category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Pie in the Sky - Y Block.",unknown,chicken,unknown,unknown
gvcb__chicken-patties-small,gvcb,Pie in the Sky - Y Block,Chicken Patties(Small),"Chicken Patties(Small) is a main item from Pie in the Sky - Y Block, listed under the Savories Section menu.",Savories Section,,none,0,main,anytime,halal,95.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21807882.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Patties(Small) — Savories Section category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Pie in the Sky - Y Block.",unknown,chicken,unknown,unknown
gvcb__choco-kunafa-cake-small,gvcb,Pie in the Sky - Y Block,Choco Kunafa Cake (Small),"Choco Kunafa Cake (Small) is a dessert item from Pie in the Sky - Y Block, listed under the Cakes & Desserts menu.",Cakes & Desserts,dessert,none,0,dessert,anytime,vegetarian,1290.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/94791367.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Choco Kunafa Cake (Small) — Cakes & Desserts category, dessert dish, vegetarian, none spice level, anytime meal, served at Pie in the Sky - Y Block.",Dessert,vegetarian,sweet,cake
gvcb__choco-rose-fantasy,gvcb,Pie in the Sky - Y Block,Choco-Rose Fantasy,"Choco-Rose Fantasy is a dessert item from Pie in the Sky - Y Block, listed under the Cakes & Desserts menu.",Cakes & Desserts,dessert,none,0,dessert,anytime,vegetarian,4180.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21886698.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Choco-Rose Fantasy — Cakes & Desserts category, dessert dish, vegetarian, none spice level, anytime meal, served at Pie in the Sky - Y Block.",Dessert,vegetarian,sweet,unknown
gvcb__chocolate-cake,gvcb,Pie in the Sky - Y Block,Chocolate Cake,"Chocolate Cake is a dessert item from Pie in the Sky - Y Block, listed under the Cakes & Desserts menu.",Cakes & Desserts,dessert,none,0,dessert,anytime,vegetarian,1790.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21807962.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Chocolate Cake — Cakes & Desserts category, dessert dish, vegetarian, none spice level, anytime meal, served at Pie in the Sky - Y Block.",Dessert,vegetarian,sweet,cake
gvcb__chocolate-caramel-tart,gvcb,Pie in the Sky - Y Block,Chocolate Caramel Tart,"Chocolate Caramel Tart is a main item from Pie in the Sky - Y Block, listed under the Shelf menu.",Shelf,beverage,none,0,main,anytime,none,215.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/m4oi/PRODUCT/24118956/93d51cd8-3fa5-47b2-9838-bdc2b7fdbc76.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Chocolate Caramel Tart — Shelf category, main dish, vegetarian status unclear, none spice level, anytime meal, served at Pie in the Sky - Y Block.",unknown,unknown,sweet,unknown
gvcb__chocolate-chip-cookies,gvcb,Pie in the Sky - Y Block,Chocolate Chip Cookies,"Chocolate Chip Cookies is a dessert item from Pie in the Sky - Y Block, listed under the Cookies menu.",Cookies,beverage,none,0,dessert,anytime,vegetarian,285.0,,PKR,4.1,Lahore,Bhatta Chowk,https://images.deliveryhero.io/image/fd-pk/Products/21807896.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Chocolate Chip Cookies — Cookies category, dessert dish, vegetarian, none spice level, anytime meal, served at Pie in the Sky - Y Block.",Bakery,vegetarian,sweet,unknown
